temperature_C,pressure_bar,vibration_mm_s,flow_rate_m3_h,runtime_hrs,sensor_drift_index,failure_next_24h
1025.21,7.51,4.72,1291.3,1896,0.788,1
1030.88,7.92,3.13,1201.75,1799,0.594,1
937.96,7.48,3.75,949.92,806,0.231,0
987.71,6.05,2.98,1094.68,92,0.173,0
979.94,5.75,2.35,1240.56,1394,0.106,0
963.68,5.97,2.34,992.93,1729,0.303,0
951.06,7.45,1.61,1095.94,1401,0.23,0
1021.18,7.31,3.85,1185.13,1908,0.795,1
1011.14,7.36,3.99,1109.39,1670,0.745,1
922.44,6.61,3.47,942.95,887,0.111,0
1015.89,7.71,3.66,1123.81,1959,0.763,1
986.39,5.49,3.51,1023.94,1242,0.201,0
1023.55,7.35,3.79,1134.89,1814,0.905,1
924.46,5.75,3.29,1071.63,972,0.237,0
1042.37,7.08,2.33,1112.06,561,0.28,0
902.48,5.7,2.11,1033.92,1385,0.202,0
968.98,7.46,2.31,946.74,1572,0.208,0
1024.16,7.61,5.02,1220.08,1665,0.643,1
976.63,6.01,2.31,986.9,547,0.121,0
989.16,6.32,3.27,1087.03,172,0.411,0
940.39,6.24,3.4,1028.52,1474,0.096,0
1015.13,7.34,3.5,1192.44,1862,0.651,1
977.54,6.65,2.25,1267.72,1488,0.28,0
939.72,7.32,1.71,1173.32,86,0.181,0
942.06,5.45,1.99,1082.56,436,0.236,0
988.35,6.03,2.17,1095.85,1562,0.113,0
948.27,5.55,2.24,1143.38,11,0.288,0
959.05,6.63,1.78,1191.09,1678,0.142,0
953.33,6.31,2.58,1169.47,1130,0.254,0
963.09,6.34,2.78,1247.77,1615,0.213,0
995.1,6.78,1.52,1062.85,1793,0.28,0
974.21,5.88,2.21,1039.67,229,0.231,0
1012.04,7.49,4.08,1140.72,1694,0.78,1
971.42,7.17,1.98,1093.39,948,0.233,0
1016.56,7.92,3.47,1154.68,1744,0.809,1
948.7,6.45,1.89,1065.8,1846,0.142,0
977.55,6.08,3.01,1173.68,1939,0.026,0
1017.98,8.35,3.87,1286.17,1823,0.702,1
1024.93,7.62,4.17,1251.22,1703,0.773,1
1020.21,7.77,4.78,1179.0,1972,0.72,1
1029.08,7.95,4.9,1123.09,1846,0.607,1
1019.94,7.28,4.43,1249.44,1979,0.585,1
1027.09,7.57,4.02,1323.35,1639,0.783,1
976.85,6.29,1.15,1150.8,1091,0.115,0
1012.3,5.54,2.04,1256.69,80,0.259,0
1012.77,6.63,3.41,938.53,173,0.13,0
958.5,5.78,2.34,1221.14,898,0.196,0
1037.62,7.37,4.14,1079.1,1943,0.734,1
971.55,6.55,2.7,1197.61,1814,0.297,0
946.32,6.1,2.03,1107.74,559,0.203,0
1026.77,7.45,3.94,1117.19,1687,0.792,1
912.66,7.04,2.63,1143.43,1045,0.21,0
1027.99,7.93,3.34,1114.95,1610,0.704,1
993.93,6.17,2.51,1046.26,718,0.02,0
982.74,6.43,1.3,1063.3,1040,0.254,0
1043.4,7.44,4.83,1212.76,1778,0.842,1
1024.88,7.6,3.3,1158.05,1899,0.647,1
1005.56,7.33,4.08,1094.96,1967,0.698,1
961.84,6.71,2.24,1215.85,1726,0.236,0
924.95,6.77,2.17,1166.12,1481,0.185,0
1027.86,7.52,4.01,1084.65,1693,0.731,1
939.72,5.93,2.76,997.27,657,0.187,0
1014.98,8.02,4.07,1067.22,1933,0.762,1
1033.54,7.19,4.22,1214.24,1831,0.767,1
1029.16,7.67,4.23,1241.14,1962,0.628,1
1028.81,7.25,5.03,1215.6,1868,0.858,1
1021.36,7.68,4.47,1113.5,1938,0.755,1
905.1,6.55,3.6,1152.52,1595,0.169,0
1045.79,6.35,1.74,1129.44,711,0.205,0
1015.01,7.29,3.65,954.68,1720,0.985,1
1011.55,7.42,4.5,1045.46,1796,0.711,1
1011.83,7.37,4.18,1070.79,1752,0.698,1
949.02,6.19,2.41,1074.89,1127,0.287,0
942.54,7.09,1.96,948.33,1237,0.242,0
930.39,6.98,1.53,1131.61,307,0.27,0
976.17,7.12,3.18,1280.15,572,0.113,0
937.6,6.8,3.07,1158.5,1123,0.323,0
924.82,6.97,3.22,1098.67,929,0.108,0
909.84,6.26,4.05,972.13,172,0.214,0
1013.92,6.89,3.77,1178.32,1770,0.826,1
926.65,5.34,3.75,1138.77,1446,0.208,0
1009.03,7.48,3.51,1141.63,1722,0.905,1
951.31,7.43,2.46,1033.73,39,0.086,0
928.77,6.14,1.56,990.41,690,0.276,0
953.4,6.27,1.94,1057.89,1084,0.244,0
958.48,6.85,2.71,1117.94,826,0.11,0
937.27,5.24,2.65,975.71,35,0.207,0
950.11,5.89,2.24,1030.43,1345,0.133,0
996.94,7.32,2.82,1249.01,97,0.036,0
1017.19,7.48,4.37,1144.29,1684,0.729,1
985.38,7.49,1.87,1117.0,1975,0.244,0
1005.36,7.5,4.27,1054.15,1660,0.582,1
961.94,6.62,2.07,1160.85,456,0.22,0
1038.17,7.26,4.97,1229.64,1631,0.826,1
977.79,7.09,3.36,1073.22,478,0.302,0
907.92,6.07,1.61,1101.0,286,0.312,0
941.18,6.23,2.35,1134.94,256,0.392,0
898.25,6.21,2.84,1078.61,1486,0.329,0
952.69,6.38,2.18,1082.98,1720,0.323,0
932.25,6.68,3.1,1137.28,1267,0.24,0
996.52,7.12,3.15,1202.48,1809,0.189,0
997.7,7.3,4.2,1208.84,1836,0.708,1
1019.35,7.34,4.37,1177.69,1860,0.666,1
977.58,6.06,1.94,1145.72,1464,0.183,0
982.1,6.48,4.05,1124.14,1892,0.193,0
1028.94,7.12,3.38,1075.08,1651,0.653,1
1023.66,6.27,2.83,1125.1,1222,0.383,0
942.1,6.25,1.38,1004.21,1371,0.143,0
1021.71,7.29,3.92,1183.99,1938,0.842,1
929.67,7.14,1.51,1314.87,1984,0.066,0
946.82,7.06,3.45,1110.27,1424,0.15,0
1015.03,7.84,4.46,1113.61,1632,0.675,1
939.09,6.41,3.72,1159.49,1967,0.378,0
1024.04,7.24,4.47,1195.38,1930,0.691,1
970.89,6.85,2.64,1060.83,1601,0.254,0
980.53,6.15,2.1,1103.44,743,0.0,0
972.7,5.87,3.93,1069.55,1976,0.338,0
1007.54,7.72,3.76,1197.71,1747,0.805,1
943.89,6.92,3.84,958.95,1412,0.289,0
974.75,6.86,1.74,1244.43,804,0.074,0
895.94,6.52,2.59,947.5,408,0.232,0
979.27,6.3,2.92,1215.17,1805,0.273,0
1020.22,7.02,4.13,1123.72,1641,0.53,1
1007.83,7.71,2.92,1143.37,1708,0.677,1
1031.91,7.57,4.04,1051.23,1785,0.527,1
1028.05,6.65,3.22,1218.64,1055,0.139,0
1029.51,7.28,4.21,1130.65,1883,0.82,1
1027.9,7.45,3.58,1123.09,1687,0.792,1
1004.94,6.46,2.03,1096.87,690,0.341,0
1025.83,7.2,4.66,1038.05,1661,0.561,1
948.46,6.72,2.51,1323.31,1894,0.103,0
917.84,6.19,1.91,1072.06,1827,0.336,0
1008.24,7.6,3.81,1175.58,1740,0.656,1
919.53,6.5,2.48,1051.28,870,0.014,0
1006.37,7.83,4.39,1070.75,1804,0.89,1
1009.98,7.34,4.21,1045.25,1920,0.684,1
1026.35,7.47,4.07,1177.05,1640,0.795,1
952.26,6.84,1.78,1068.02,486,0.324,0
883.42,6.81,3.4,1178.51,1803,0.215,0
1037.3,7.65,3.26,1310.94,1611,0.657,1
1011.86,7.72,3.83,1209.71,1704,0.472,1
912.83,6.15,1.37,1046.21,1800,0.217,0
978.51,5.82,2.65,1058.76,1726,0.329,0
936.58,6.17,3.27,1229.99,197,0.142,0
1016.33,7.79,3.38,1120.16,1959,0.713,1
985.9,6.2,3.23,1005.51,1602,0.038,0
934.07,6.59,2.47,1075.74,1338,0.239,0
970.38,5.76,4.22,1288.93,1197,0.3,0
1039.21,7.81,5.97,1121.07,1646,0.668,1
859.41,7.64,0.3,1112.44,311,0.085,0
975.15,6.4,1.82,1082.57,606,0.255,0
1041.64,7.44,4.41,1073.25,1665,0.604,1
977.49,6.43,1.89,1059.99,1537,0.071,0
1016.93,7.58,3.94,1224.44,1619,0.484,1
1007.84,7.38,4.14,1162.4,1989,0.688,1
933.28,5.71,1.77,1195.54,1539,0.382,0
1034.78,7.55,4.13,1098.29,1744,0.749,1
944.39,6.0,2.81,1043.68,1890,0.212,0
1000.99,7.03,4.86,1283.73,1958,0.752,1
1036.55,6.9,4.21,1054.74,1737,0.785,1
1028.5,7.55,3.82,1258.3,1715,0.531,1
931.88,6.48,2.91,894.65,713,0.195,0
976.09,7.52,3.14,1119.02,802,0.29,0
944.82,6.97,3.06,1017.17,639,0.274,0
1026.25,7.39,3.17,1225.07,1945,0.783,1
1005.43,7.69,3.83,1073.3,1601,0.683,1
913.02,6.86,2.02,1046.13,1349,0.214,0
954.29,6.09,3.05,1030.31,234,0.231,0
1013.14,7.29,3.95,1109.06,1636,0.781,1
952.94,5.8,2.3,1165.98,1275,0.208,0
936.9,6.67,2.48,1137.12,787,0.111,0
923.14,6.52,0.85,1206.94,1284,0.125,0
1011.69,7.58,4.09,1153.01,1991,0.53,1
999.96,6.31,4.55,1192.3,988,0.215,0
1005.77,7.66,4.11,1140.47,1955,0.887,1
1026.76,7.63,3.79,1132.95,1871,0.615,1
1007.96,7.25,4.21,1275.03,1901,0.682,1
1002.01,7.81,4.44,1261.66,1621,0.498,1
1009.04,6.97,4.23,1044.14,1927,0.651,1
941.25,6.52,2.09,1032.06,933,0.217,0
928.71,7.34,2.28,1035.86,1323,0.331,0
939.29,7.1,3.0,1210.04,8,0.347,0
1026.83,7.79,3.6,1058.92,1921,0.671,1
1021.64,7.09,4.58,1154.94,1849,0.614,1
1021.47,7.89,3.79,918.47,1877,0.423,1
992.45,7.5,3.65,1050.83,1656,0.745,1
927.65,6.08,3.95,1071.52,840,0.16,0
917.57,6.5,2.36,1040.92,424,0.274,0
1017.07,7.86,4.25,1059.19,1954,0.81,1
891.21,6.59,1.31,1234.69,353,0.182,0
1018.1,7.8,3.23,1022.92,1811,0.806,1
937.38,6.93,2.66,1202.2,1471,0.327,0
1004.77,7.44,3.98,1208.26,1797,0.563,1
975.45,7.06,2.43,1101.26,677,0.392,0
951.44,7.53,2.47,1144.18,231,0.234,0
970.94,6.98,3.17,1037.3,1199,0.349,0
943.93,6.5,2.52,1203.24,922,0.311,0
1015.14,7.48,4.45,1219.97,1999,0.508,1
1012.09,7.59,4.07,1207.07,1857,0.637,1
956.33,5.78,3.25,995.31,1273,0.113,0
1017.77,7.11,4.05,1092.27,1893,0.583,1
924.7,6.62,2.48,1193.29,1760,0.185,0
933.55,5.94,1.86,920.4,586,0.187,0
916.32,6.99,3.81,1045.28,797,0.157,0
963.15,6.72,2.31,942.37,1861,0.055,0
1011.47,7.14,4.49,1107.35,1786,0.666,1
1008.68,7.54,3.47,1217.23,1691,0.62,1
922.34,6.62,3.15,1111.84,1028,0.314,0
968.06,6.65,3.12,954.89,489,0.309,0
1015.17,7.72,4.12,1125.51,1901,0.523,1
931.65,6.49,3.23,942.78,391,0.167,0
1030.27,7.57,4.25,983.72,1957,0.823,1
1010.34,7.64,4.06,1220.44,1613,0.72,1
1004.4,8.06,4.1,1052.58,1861,0.507,1
1023.95,7.77,4.0,1113.69,1967,0.74,1
1024.55,7.26,3.4,1194.48,1663,0.723,1
1002.76,6.51,2.8,1028.07,391,0.16,0
1007.33,7.18,3.89,1207.1,1683,0.666,1
1007.98,7.05,4.61,1273.07,1942,0.721,1
1013.66,6.82,4.35,1056.49,33,0.257,0
932.33,7.96,2.26,1203.3,795,0.179,0
960.01,5.76,2.06,1213.65,713,0.169,0
920.34,7.41,2.21,1250.89,1484,0.114,0
933.13,7.02,1.9,1002.31,526,0.043,0
940.47,7.96,1.77,1083.07,1527,0.265,0
1037.85,7.14,4.55,1209.51,1836,0.726,1
1013.15,7.67,4.44,1047.38,1938,0.779,1
942.0,6.61,2.94,1154.85,1771,0.168,0
1010.62,7.92,3.88,1227.01,1820,0.834,1
957.24,6.31,2.43,1141.89,500,0.0,0
955.2,5.73,0.6,999.16,1858,0.159,0
921.2,6.22,3.67,1172.06,40,0.25,0
978.92,6.64,2.61,1046.72,1648,0.214,0
1030.76,8.28,4.5,1220.51,1641,0.719,1
965.03,5.96,2.71,1005.86,1782,0.168,0
925.17,6.27,2.78,1139.87,659,0.283,0
966.94,6.16,1.96,1073.13,1413,0.275,0
955.69,6.07,3.01,910.54,1929,0.057,0
932.02,7.1,1.49,993.26,229,0.214,0
948.52,6.19,2.05,989.31,83,0.426,0
948.37,6.61,1.84,1097.12,408,0.112,0
955.85,6.79,2.15,1109.5,1099,0.076,0
943.21,6.46,3.1,1200.96,801,0.165,0
968.48,7.03,2.83,1077.21,1409,0.0,0
980.23,6.98,3.01,1100.94,948,0.259,0
1026.23,7.39,3.71,1156.53,1708,0.702,1
951.65,6.98,2.95,1236.99,1693,0.259,0
940.4,6.29,2.68,981.42,1651,0.19,0
1023.95,7.51,3.76,1263.63,1777,0.592,1
924.48,7.08,1.69,1015.43,1612,0.123,0
1027.16,7.58,4.08,1080.61,1630,0.751,1
896.42,6.37,3.13,1023.97,1174,0.082,0
958.44,6.42,2.33,1191.0,1602,0.271,0
968.57,6.36,1.4,1149.96,1231,0.263,0
1044.84,7.38,4.45,1229.23,1792,0.693,1
1009.78,6.54,3.84,1062.54,1683,0.279,0
978.7,6.99,2.47,1123.33,791,0.154,0
978.92,6.31,2.86,1052.45,1470,0.088,0
1013.17,7.39,3.91,1124.5,1622,0.609,1
1037.8,7.98,4.19,1082.27,1936,0.714,1
1014.86,8.11,4.22,1194.87,1725,0.819,1
1005.57,7.25,4.42,1125.63,1817,0.588,1
982.28,5.47,2.6,1104.37,1578,0.256,0
914.9,5.48,1.86,1114.11,607,0.102,0
939.0,5.68,1.09,1093.98,1577,0.313,0
967.18,6.68,2.78,1164.44,1180,0.231,0
970.39,6.48,2.06,1101.95,351,0.089,0
971.27,6.88,2.26,1076.55,208,0.156,0
922.47,6.94,2.68,1124.85,1542,0.152,0
893.98,6.88,2.48,1081.14,192,0.215,0
1009.72,7.46,4.34,1166.68,1937,0.744,1
1021.04,7.21,3.72,1133.27,1789,0.871,1
1024.78,7.2,3.58,1116.38,1725,0.636,1
1035.19,7.59,4.77,1221.11,1772,0.673,1
924.55,6.45,1.23,1044.83,129,0.347,0
955.71,7.09,3.32,1174.89,1571,0.2,0
925.89,5.72,2.06,950.98,1190,0.016,0
1038.67,8.07,3.65,1129.68,1624,0.593,1
916.64,5.52,2.78,1132.87,132,0.203,0
1013.54,7.42,4.33,1183.86,1775,0.517,1
1017.4,7.6,3.98,1108.21,1785,0.564,1
1008.89,7.67,4.56,1167.99,1919,0.591,1
927.6,6.42,3.6,1172.71,745,0.382,0
925.45,5.71,3.03,1177.77,1855,0.243,0
974.39,5.92,2.26,1113.0,32,0.371,0
1018.03,7.06,3.67,1155.33,1992,0.841,1
928.94,6.75,2.7,1251.61,1640,0.326,0
967.85,6.05,2.49,1059.39,257,0.158,0
1037.22,7.15,2.82,1111.91,1616,0.739,1
921.09,6.21,2.57,1147.88,1934,0.123,0
1021.54,7.62,3.43,1202.23,1894,0.816,1
1028.57,7.33,3.07,1262.76,1913,0.829,1
958.58,6.66,3.27,1132.16,833,0.0,0
998.78,7.22,1.56,1134.36,1486,0.061,0
949.6,6.73,2.85,1148.92,588,0.176,0
966.04,5.77,2.63,1150.85,1403,0.085,0
965.63,6.44,1.95,1025.19,585,0.246,0
966.74,5.77,3.12,1088.39,319,0.204,0
994.72,7.35,3.94,1095.28,1930,0.623,1
1013.13,6.95,3.61,1208.2,1769,0.596,1
943.63,6.76,1.23,1005.3,116,0.198,0
937.38,6.13,2.66,1100.52,542,0.226,0
1007.08,7.49,4.27,1067.92,1920,0.615,1
1019.1,8.05,3.22,1195.29,1987,0.651,1
1008.74,7.94,4.44,1021.06,1716,0.644,1
973.45,6.74,2.35,929.52,1248,0.256,0
955.97,7.51,2.69,993.67,1716,0.011,0
891.01,5.93,2.88,1150.69,1276,0.219,0
1031.6,7.25,3.93,1243.39,1767,0.778,1
1039.39,8.17,3.84,1021.06,1964,0.601,1
971.59,6.57,2.12,1033.53,990,0.192,0
967.79,6.94,2.86,1076.92,1762,0.332,0
940.14,5.96,3.27,1080.72,1597,0.278,0
941.1,6.68,2.01,1160.9,1627,0.313,0
944.16,6.82,1.74,1113.39,1308,0.132,0
1006.3,6.1,1.31,1252.46,264,0.248,0
930.15,6.59,1.97,1016.16,1080,0.045,0
1017.56,7.0,3.4,1128.9,1732,0.527,1
940.77,5.79,1.02,1121.83,882,0.068,0
1022.47,7.59,3.33,1127.72,1808,0.793,1
1022.01,7.53,4.08,1058.79,1854,0.605,1
892.6,5.8,3.27,1114.88,1824,0.183,0
975.42,6.68,2.73,907.68,930,0.167,0
1005.97,7.32,4.66,1118.91,1882,0.751,1
935.87,6.02,2.52,1103.11,669,0.016,0
955.3,6.3,3.32,1028.36,1254,0.272,0
934.07,5.78,1.8,1168.57,233,0.138,0
1023.88,7.42,4.71,1124.66,1909,0.74,1
899.23,6.8,1.4,1300.44,1206,0.267,0
964.38,6.85,2.38,1015.77,226,0.143,0
1026.54,7.44,4.51,1063.71,1998,0.492,1
936.4,6.69,0.93,1176.38,190,0.117,0
956.25,5.66,2.91,1243.36,1165,0.086,0
1008.82,7.85,3.83,1248.24,1749,0.637,1
936.67,6.67,1.26,1156.98,45,0.202,0
940.71,6.34,1.74,1020.3,909,0.195,0
984.94,7.41,2.48,1052.06,254,0.268,0
1021.56,7.91,5.39,1105.08,1909,0.565,1
1004.89,7.76,5.18,1264.38,1782,0.61,1
1012.16,7.25,4.14,1256.2,1979,0.821,1
959.81,6.66,4.0,1051.06,1298,0.12,0
1005.4,6.77,1.93,990.55,1576,0.113,0
1015.73,7.85,4.84,1084.11,1720,0.753,1
1015.83,7.8,2.79,1337.2,1904,0.756,1
945.16,6.14,1.87,1000.94,1864,0.122,0
1006.48,7.15,3.56,1103.59,1924,0.768,1
940.12,6.0,1.32,1295.19,1446,0.041,0
1017.46,7.77,3.85,1182.02,1681,0.708,1
952.61,6.89,1.61,1066.42,197,0.141,0
1016.93,8.16,3.63,1174.91,1604,0.61,1
1013.7,7.87,3.59,1063.44,1880,0.82,1
933.09,7.4,2.47,1102.12,1670,0.105,0
943.3,6.95,3.26,1218.52,1507,0.267,0
1004.08,8.02,4.43,1230.06,1714,0.75,1
1044.54,7.45,4.68,1145.29,1770,0.7,1
999.84,7.75,4.46,1144.66,1986,0.795,1
950.21,6.33,2.6,1437.78,684,0.233,0
988.33,6.08,2.73,1059.54,1090,0.0,0
1002.17,6.61,2.56,1071.58,22,0.109,0
1017.51,7.98,3.79,1128.78,1922,0.652,1
1028.32,7.49,3.54,1096.83,1786,0.707,1
959.84,5.74,2.66,1253.3,70,0.144,0
962.26,6.36,2.09,1129.23,436,0.329,0
877.27,6.05,3.18,1103.76,303,0.3,0
965.26,6.83,3.71,1098.81,1240,0.069,0
952.65,6.83,1.94,1149.2,1838,0.248,0
942.21,6.76,3.51,902.16,317,0.228,0
956.02,6.6,3.33,991.14,1092,0.377,0
966.17,7.47,2.77,979.06,754,0.238,0
949.2,6.36,1.61,1154.0,1600,0.236,0
957.59,6.55,2.45,1093.0,1870,0.265,0
1028.57,7.59,3.89,1203.54,1747,0.623,1
886.38,7.2,2.24,1066.66,14,0.353,0
1017.85,7.85,4.3,1174.52,1758,0.698,1
936.29,6.2,3.44,818.94,1090,0.097,0
1007.42,6.62,2.75,1231.35,261,0.229,0
929.69,6.36,2.25,1092.91,393,0.318,0
1033.77,7.1,3.61,988.41,1633,0.651,1
932.86,7.32,2.5,1149.58,1694,0.075,0
965.39,7.0,2.38,1080.68,956,0.25,0
982.96,6.72,3.35,1004.7,73,0.312,0
962.59,6.88,2.64,1215.29,1070,0.144,0
1014.08,7.25,4.84,1144.03,1634,0.579,1
1031.14,7.38,3.87,1173.41,1619,0.7,1
1012.09,6.97,4.37,1135.36,1862,0.637,1
971.97,7.5,2.43,847.65,272,0.059,0
1028.99,7.31,3.9,978.83,1820,0.66,1
1018.65,7.84,3.8,1178.0,1697,0.622,1
948.93,6.6,2.63,940.24,949,0.152,0
901.55,5.91,0.99,1081.36,348,0.129,0
1023.27,7.38,3.31,1120.83,1792,0.696,1
970.69,6.23,1.58,1142.74,369,0.104,0
957.79,5.58,2.51,1117.56,1425,0.164,0
1011.62,7.61,5.2,1170.75,1746,0.761,1
966.1,5.85,2.82,1123.87,675,0.051,0
924.88,6.0,2.59,969.0,431,0.103,0
903.93,6.25,3.47,820.0,1488,0.145,0
967.16,6.98,3.08,767.89,373,0.286,0
955.05,6.34,3.56,1243.4,1005,0.131,0
1016.31,7.36,3.23,1157.4,1884,0.774,1
1025.33,7.34,4.17,1067.63,1842,0.842,1
1014.72,6.17,2.28,1007.82,332,0.138,0
899.92,6.75,2.26,1202.96,1426,0.196,0
1025.32,7.87,3.62,1106.3,1677,0.805,1
932.23,6.78,2.87,1015.36,80,0.114,0
1013.65,6.9,3.93,1163.35,1654,0.715,1
920.53,7.67,1.05,972.29,299,0.214,0
961.03,6.7,3.28,1158.55,1205,0.107,0
924.01,6.24,2.55,1229.5,1621,0.193,0
999.9,7.35,4.28,1188.33,1682,0.724,1
1017.67,7.92,3.97,1172.49,1617,0.666,1
1025.74,6.97,4.12,1145.43,1741,0.636,1
1029.61,7.41,4.04,1225.15,1980,0.565,1
985.03,6.67,2.78,1155.58,1315,0.0,0
1011.14,8.13,3.68,1175.64,1844,0.837,1
933.06,6.73,3.33,951.6,1003,0.192,0
931.98,6.25,1.12,1129.52,354,0.168,0
1022.0,7.76,3.65,1130.94,1711,0.673,1
898.78,6.35,2.77,1271.84,1075,0.123,0
1044.13,7.03,4.01,1122.44,291,0.0,0
1030.79,7.82,3.77,1085.43,1941,0.815,1
917.97,6.84,2.44,980.2,559,0.171,0
965.16,6.77,3.05,1199.06,377,0.342,0
925.67,6.25,3.72,972.95,209,0.213,0
1022.04,8.02,4.14,1261.36,1748,0.789,1
912.87,6.94,3.21,1170.2,1790,0.15,0
927.39,6.29,2.81,1134.22,1827,0.123,0
924.12,5.4,2.72,1234.43,1083,0.227,0
958.42,5.83,0.92,1221.6,617,0.147,0
925.03,5.8,2.61,1014.23,848,0.198,0
960.22,5.51,2.57,1048.87,1105,0.219,0
937.54,7.17,2.67,959.08,1299,0.096,0
961.99,5.53,1.25,1148.67,534,0.317,0
958.06,5.53,1.86,1121.74,1496,0.084,0
937.76,6.53,3.0,1110.34,144,0.0,0
931.12,6.4,3.11,1077.33,1723,0.306,0
1021.72,7.45,4.2,981.96,1753,0.62,1
940.76,6.33,3.0,1175.52,534,0.216,0
968.31,5.99,3.29,923.16,1831,0.278,0
1029.35,7.62,3.71,1225.37,1652,0.57,1
904.59,6.15,2.63,1104.39,1996,0.066,0
1037.9,7.83,3.8,1134.39,1822,0.61,1
964.9,5.55,1.72,1176.54,41,0.331,0
1003.12,7.15,2.7,1106.35,1381,0.179,0
1036.08,7.65,4.02,1187.39,1973,0.66,1
1022.57,7.03,4.11,1131.48,1931,0.755,1
958.61,6.81,2.31,1074.92,1381,0.277,0
1015.53,7.69,3.78,1096.96,1882,0.69,1
933.83,6.22,2.97,1078.66,1543,0.308,0
938.25,6.4,2.7,995.22,1025,0.263,0
919.32,6.9,2.73,1091.69,445,0.291,0
1009.7,7.55,3.69,1143.45,1967,0.755,1
1023.09,7.38,4.63,1242.95,1757,0.724,1
1016.21,7.5,4.35,1141.36,1823,0.562,1
952.98,7.14,0.61,1079.93,56,0.158,0
977.79,6.64,2.25,1140.86,1567,0.172,0
926.9,6.45,2.94,1034.4,306,0.202,0
965.43,6.83,2.48,1063.0,432,0.126,0
907.94,6.32,2.65,1101.41,622,0.125,0
897.18,6.21,2.82,1196.22,1152,0.299,0
934.14,6.06,3.04,1177.35,1572,0.131,0
946.11,6.76,1.72,1192.47,717,0.136,0
945.45,6.33,1.77,1142.84,714,0.156,0
925.24,6.92,2.29,1112.47,981,0.0,0
915.25,5.46,2.11,1060.73,1118,0.343,0
1019.93,7.16,4.29,1178.57,1757,0.665,1
1018.41,7.73,3.51,1043.03,1663,0.633,1
965.22,6.79,4.97,1191.58,962,0.174,0
977.65,6.71,2.97,1074.23,1091,0.151,0
942.45,7.18,1.78,963.42,76,0.108,0
944.11,5.69,3.05,991.72,1601,0.154,0
1012.73,7.83,3.83,1189.05,1735,0.515,1
1020.27,7.8,4.42,1246.43,1777,0.876,1
1022.78,7.44,5.28,1046.18,1912,0.969,1
933.68,6.26,1.83,1014.84,1492,0.154,0
976.78,6.37,2.09,1085.6,1420,0.139,0
947.85,5.95,2.17,1056.12,697,0.0,0
925.33,6.91,3.17,1099.57,468,0.218,0
1000.93,7.56,4.78,1042.86,1875,0.703,1
994.3,6.91,4.25,1151.23,1781,0.671,1
957.82,6.6,2.73,990.42,638,0.226,0
883.67,6.64,3.31,1015.44,1605,0.296,0
960.31,6.05,2.56,957.03,969,0.161,0
1019.12,7.26,3.4,1182.17,1862,0.722,1
1018.52,7.77,3.35,1094.65,1960,0.643,1
959.24,6.79,1.12,988.31,2,0.42,0
957.73,7.08,3.32,1092.72,993,0.086,0
1023.33,7.64,4.9,1200.01,1835,0.675,1
1020.49,7.71,3.81,1311.07,1934,0.778,1
908.67,7.52,2.56,1122.35,1766,0.155,0
965.89,6.94,1.27,1178.32,1288,0.159,0
909.94,6.34,2.51,1207.15,1531,0.194,0
1027.43,7.43,3.63,1091.84,1849,0.839,1
912.45,7.59,1.47,1011.02,370,0.244,0
1029.47,7.58,4.3,1166.2,1619,0.589,1
942.23,6.56,1.42,1104.65,1452,0.218,0
1015.94,8.28,4.04,1276.29,1851,0.603,1
1016.54,6.89,4.3,1230.9,1629,0.579,1
948.99,6.81,3.21,1081.23,295,0.288,0
968.69,5.23,3.44,1280.54,1516,0.211,0
1015.75,7.38,4.57,1194.62,1900,0.694,1
947.33,7.29,3.13,1107.96,811,0.209,0
976.85,5.57,2.22,1088.79,1828,0.113,0
1011.69,6.68,2.27,1095.98,404,0.262,0
1018.11,7.66,4.09,1115.38,1977,0.954,1
949.43,6.2,1.05,883.87,1400,0.13,0
933.65,6.64,3.5,971.53,946,0.529,0
917.0,6.77,2.15,1020.25,209,0.171,0
1015.49,7.61,3.65,1153.49,1858,0.746,1
909.2,7.16,1.69,1163.66,887,0.185,0
974.89,7.08,1.31,1252.06,1294,0.248,0
1028.1,7.15,5.12,1161.21,1823,0.644,1
960.52,6.0,3.12,1044.18,1534,0.31,0
1020.11,7.49,5.47,1194.16,1748,0.634,1
1030.25,7.04,3.86,1206.77,1800,0.691,1
985.65,6.4,1.36,1271.27,175,0.151,0
1007.79,7.1,5.2,1136.2,1719,0.757,1
990.66,7.81,3.84,1122.1,1837,0.602,1
975.02,6.66,3.18,1119.3,809,0.168,0
994.8,7.89,4.52,1125.0,1801,0.528,1
911.61,6.76,2.22,983.48,560,0.167,0
964.16,6.4,3.61,1061.82,425,0.256,0
902.56,7.21,3.65,1035.99,877,0.031,0
894.91,6.27,3.25,1090.64,740,0.25,0
928.19,5.58,3.11,1140.0,1828,0.148,0
956.42,7.01,2.92,1125.89,555,0.291,0
885.4,7.06,3.02,1014.54,1796,0.226,0
1015.43,7.78,3.84,1272.93,1906,0.581,1
1019.28,7.53,3.58,1320.28,1921,0.799,1
933.48,6.98,1.48,1232.33,787,0.156,0
1023.42,7.93,4.02,1263.07,1896,0.757,1
1027.21,7.62,3.68,1121.49,1790,0.763,1
1022.95,7.06,3.96,1158.75,1900,0.754,1
948.93,6.39,1.52,1143.31,1896,0.159,0
1000.13,7.78,3.64,1132.31,1680,0.745,1
1025.5,7.45,4.56,1192.44,1816,0.579,1
